Year,Month,District,PM2.5_mean,PM10_mean,O3_mean,NO2_mean,SO2_mean,CO_mean,AQI_Good_Rate_pct
2021,5,Pudong,29.0,76.0,170.869659423828,26.7437477111816,4.28312826156616,0.825994372367859,80.6
2021,5,Putuo,31.0,89.0,180.969482421875,32.2825012207031,4.89352703094482,0.985516786575317,74.2
2021,5,Qingpu,32.0,93.0,177.465698242187,32.5411567687988,5.36388444900513,0.622405648231506,71.0
2021,5,Songjiang,31.0,82.0,178.31477355957,30.2942790985107,4.57192087173462,0.780830442905426,71.0
2021,5,Xuhui,31.0,76.0,163.508422851562,36.0099411010742,4.17791366577148,0.825290858745575,83.9
2021,5,Yangpu,29.0,67.0,188.986083984375,31.130880355835,4.82492685317993,0.835532188415527,64.5
2021,4,Baoshan,31.0,77.0,103.033729553223,36.197021484375,4.36089849472046,0.818240344524384,100.0
2021,4,Changning,32.0,78.0,106.27197265625,36.7666015625,4.44233846664429,0.829458713531494,100.0
2021,4,Chongming,27.0,72.0,115.647605895996,19.5459671020508,5.0009880065918,0.809914588928223,100.0
2021,4,Fengxian,30.0,87.0,114.037620544434,29.78293800354,4.17856645584106,0.707361459732056,90.0
2021,4,Hongkou,28.0,81.0,107.158561706543,34.7146492004395,4.85041522979736,0.812052190303802,100.0
2021,4,Huangpu,33.0,82.0,107.792411804199,34.2320098876953,4.52396869659424,0.794020771980286,100.0
2021,4,Jiading,32.0,81.0,104.264518737793,38.0081520080566,5.27924251556396,0.714376449584961,100.0
2021,4,Jing'an,32.0,82.0,108.968299865723,33.6512336730957,4.41971206665039,0.739754557609558,100.0
2021,4,Jinshan,33.0,97.0,115.216865539551,30.2642364501953,5.34869623184204,0.819777309894562,93.3
2021,4,Minhang,33.0,86.0,105.548484802246,36.7895851135254,4.66420125961304,0.831674873828888,100.0
2021,4,Pudong,30.0,81.0,112.73152923584,32.6380958557129,4.27008533477783,0.796090722084045,96.7
2021,4,Putuo,33.0,82.0,106.188812255859,36.3300018310547,5.00753784179687,0.928784489631653,100.0
2021,4,Qingpu,35.0,101.0,110.588607788086,37.7319641113281,5.05859088897705,0.733687460422516,93.3
2021,4,Songjiang,33.0,88.0,107.440826416016,36.4021873474121,4.58069944381714,0.927415013313293,93.3
2021,4,Xuhui,32.0,77.0,101.881202697754,40.4868125915527,4.53981351852417,0.815143227577209,100.0
2021,4,Yangpu,29.0,73.0,114.523048400879,37.7876777648926,5.56612586975098,0.723843812942505,93.3
2021,3,Baoshan,35.0,100.0,102.405143737793,41.5718612670898,4.75401449203491,0.999682724475861,96.8
2021,3,Changning,36.0,100.0,105.419654846191,41.9017524719238,4.50438070297241,1.01900327205658,93.5
2021,3,Chongming,32.0,90.0,113.817070007324,20.7569713592529,5.28730916976929,0.951918244361877,96.8
2021,3,Fengxian,33.0,108.0,109.422386169434,33.6483192443848,4.28418970108032,0.836974620819092,90.3
2021,3,Hongkou,37.0,105.0,105.604629516602,39.4655838012695,4.70268869400024,1.06221055984497,96.8
2021,3,Huangpu,35.0,101.0,106.617057800293,38.6219711303711,4.63398885726929,0.915716826915741,93.5
2021,3,Jiading,37.0,97.0,104.210708618164,40.8062171936035,5.37541675567627,0.862121105194092,96.8
2021,3,Jing'an,37.0,107.0,108.907333374023,37.8837127685547,4.62748289108276,0.89242035150528,96.8
2021,3,Jinshan,38.0,125.0,112.479370117187,35.0108871459961,5.4868860244751,0.95045679807663,90.3
2021,3,Minhang,37.0,110.0,105.473213195801,42.2575569152832,4.86468601226807,0.967671275138855,93.5
2021,3,Pudong,34.0,109.0,110.232612609863,36.6954078674316,4.30122709274292,1.04921913146973,96.8
2021,3,Putuo,37.0,103.0,106.287353515625,40.8914222717285,5.17086744308472,1.12230896949768,93.5
2021,3,Qingpu,39.0,130.0,108.63037109375,41.7789993286133,5.55310726165771,0.903833568096161,93.5
2021,3,Songjiang,38.0,118.0,107.113555908203,41.4023628234863,4.98802900314331,1.01576411724091,93.5
2021,3,Xuhui,38.0,98.0,100.892616271973,45.906364440918,4.88481092453003,1.06319165229797,93.5
2021,3,Yangpu,32.0,99.0,110.521148681641,42.7044143676758,5.81707191467285,0.877619802951813,93.5
2021,2,Baoshan,29.0,94.0,92.8810501098633,32.5616111755371,4.95562648773193,0.829301774501801,100.0
2021,2,Changning,28.0,93.0,98.5915069580078,33.6234092712402,4.67691421508789,0.80488258600235,100.0
2021,2,Chongming,28.0,93.0,106.030548095703,17.5945281982422,5.64521551132202,0.807477176189423,100.0
2021,2,Fengxian,28.0,95.0,104.352416992187,26.9045333862305,4.52434730529785,0.683522939682007,100.0
2021,2,Hongkou,28.0,95.0,95.7595596313477,31.1868934631348,5.262375831604,0.879534363746643,100.0
2021,2,Huangpu,29.0,96.0,99.129768371582,30.9530773162842,4.96883392333984,0.806794583797455,100.0
2021,2,Jiading,28.0,110.0,95.8811187744141,34.3655319213867,5.77578973770142,0.706929087638855,100.0
2021,2,Jing'an,28.0,98.0,101.108535766602,30.264627456665,4.90307950973511,0.749101221561432,100.0
2021,2,Jinshan,31.0,99.0,104.63500213623,27.1486091613769,5.71814393997192,0.807566285133362,100.0
2021,2,Minhang,30.0,98.0,96.8372650146484,32.7833404541016,4.96237373352051,0.819049537181854,100.0
2021,2,Pudong,29.0,99.0,102.662490844727,30.037109375,4.58136177062988,0.787479162216187,100.0
2021,2,Putuo,30.0,93.0,98.6058578491211,32.4244956970215,5.50796270370483,0.975369215011597,96.4
2021,2,Qingpu,32.0,110.0,98.8515396118164,33.6148338317871,5.78540325164795,0.717823326587677,100.0
2021,2,Songjiang,31.0,100.0,96.8562469482422,32.5469398498535,5.01377248764038,0.891939580440521,100.0
2021,2,Xuhui,29.0,97.0,91.2409439086914,36.9880294799805,5.1962251663208,0.827570855617523,100.0
2021,2,Yangpu,30.0,96.0,102.295669555664,34.4550552368164,6.46396398544312,0.743684649467468,96.4
2021,1,Baoshan,40.0,128.0,95.286247253418,47.9269676208496,6.59904527664185,0.984280824661255,93.5
2021,1,Changning,39.0,117.0,96.6345443725586,49.1639442443848,6.29240655899048,1.01121807098389,90.3
2021,1,Chongming,36.0,122.0,107.624252319336,24.7679901123047,6.55666923522949,0.981671571731567,93.5
2021,1,Fengxian,38.0,121.0,107.408218383789,39.669921875,6.1591329574585,0.874559104442596,100.0
2021,1,Hongkou,38.0,116.0,94.3427658081055,45.9815483093262,7.17883920669556,1.11479306221008,93.5
2021,1,Huangpu,37.0,117.0,99.6025543212891,45.9521942138672,6.30192899703979,0.921122133731842,93.5
2021,1,Jiading,40.0,133.0,98.9004592895508,47.1255378723145,7.48607778549194,0.943317413330078,96.8
2021,1,Jing'an,38.0,119.0,98.3970336914062,46.1597213745117,6.47814798355103,0.972850859165192,87.1
2021,1,Jinshan,43.0,139.0,110.533233642578,40.3580322265625,7.02743482589722,0.969183683395386,96.8
2021,1,Minhang,39.0,121.0,102.389122009277,47.5351295471191,6.51612854003906,0.949681639671326,100.0
2021,1,Pudong,38.0,119.0,104.122749328613,43.7924385070801,6.13232469558716,1.04681694507599,100.0
2021,1,Putuo,41.0,115.0,99.7744674682617,47.1100425720215,6.87856101989746,1.14940416812897,93.5
2021,1,Qingpu,44.0,139.0,105.250427246094,46.9249153137207,7.13558387756348,0.943940103054047,93.5
2021,1,Songjiang,39.0,131.0,106.178085327148,46.4951553344727,6.53155422210693,0.998424649238586,96.8
2021,1,Xuhui,40.0,114.0,89.9672241210937,52.4097900390625,6.3808970451355,1.10040283203125,87.1
2021,1,Yangpu,40.0,114.0,99.347297668457,49.7670097351074,7.66124391555786,0.952041804790497,87.1
2020,12,Baoshan,46.0,185.0,71.4635772705078,53.6024971008301,6.30720949172974,1.13464295864105,77.5880355834961
2020,12,Changning,46.0,176.0,72.426139831543,53.9925270080566,6.06674814224243,1.15343677997589,77.71549987792969
2020,12,Chongming,41.0,179.0,83.7332611083984,29.331392288208,6.40477228164673,1.13116478919983,89.52622985839844
2020,12,Fengxian,44.0,178.0,76.6709365844727,46.902027130127,6.08674478530884,1.09708750247955,85.77462005615234
2020,12,Hongkou,46.0,177.0,71.0063934326172,51.5085334777832,6.9479570388794,1.23551309108734,80.28900146484375
2020,12,Huangpu,45.0,178.0,72.6647796630859,51.1751823425293,6.37996482849121,1.13630223274231,80.96806335449219
2020,12,Jiading,48.0,201.0,70.9346237182617,52.2038536071777,7.17702484130859,1.1541953086853,76.92134094238281
2020,12,Jing'an,46.0,178.0,73.8360824584961,50.6749420166016,6.22533082962036,1.17487275600433,80.13883209228516
2020,12,Jinshan,51.0,207.0,75.471321105957,47.336051940918,6.71527242660522,1.12361419200897,79.64802551269531
2020,12,Minhang,49.0,178.0,71.4293212890625,53.5401611328125,6.19049739837646,1.13098859786987,75.532470703125
2020,12,Pudong,45.0,172.0,74.7071380615234,50.2579078674316,6.27366209030151,1.20918643474579,81.26622009277344
2020,12,Putuo,48.0,174.0,72.5400009155273,52.9335594177246,6.69298601150513,1.26180851459503,75.5738296508789
2020,12,Qingpu,54.0,222.0,72.3058776855469,52.693229675293,6.7772102355957,1.18201220035553,73.6143798828125
2020,12,Songjiang,47.0,191.0,73.0379791259766,52.2415390014648,6.36554479598999,1.13467729091644,78.24339294433594
2020,12,Xuhui,48.0,181.0,70.5629348754883,56.1273040771484,6.29595470428467,1.19562292098999,73.10723114013672
2020,12,Yangpu,46.0,170.0,75.2066421508789,53.5127601623535,7.0381669998169,1.1369833946228,77.3775863647461
2020,11,Baoshan,27.0,138.0,81.4840545654297,48.13037109375,6.31305980682373,1.07437741756439,92.07523345947266
2020,11,Changning,26.0,114.0,86.2657775878906,47.6937713623047,5.55953598022461,1.03968811035156,94.12875366210938
2020,11,Chongming,25.0,109.0,96.7243041992187,20.1711826324463,6.30534505844116,1.03348398208618,95.4140853881836
2020,11,Fengxian,25.0,116.0,90.5286865234375,39.0207176208496,5.69077777862549,0.929864764213562,97.42537689208984
2020,11,Hongkou,26.0,115.0,82.378776550293,43.8449859619141,6.96431684494019,1.16336989402771,95.18495178222656
2020,11,Huangpu,26.0,115.0,84.8110809326172,44.6613922119141,6.08858251571655,0.981216609477997,95.67040252685548
2020,11,Jiading,28.0,129.0,81.9715576171875,46.1397094726563,7.02473497390747,1.02711176872253,94.27476501464844
2020,11,Jing'an,26.0,121.0,87.2393569946289,43.6524925231934,5.89430141448975,1.04568696022034,95.76306915283205
2020,11,Jinshan,30.0,127.0,89.3660736083984,41.341911315918,6.538170337677,1.03807389736175,95.4567413330078
2020,11,Minhang,28.0,122.0,83.4983520507812,48.2579498291016,6.0212459564209,1.04276239871979,94.06187438964844
2020,11,Pudong,26.0,110.0,88.2721939086914,41.4598083496094,5.75436115264893,1.13365304470062,96.06912231445312
2020,11,Putuo,27.0,122.0,85.1946868896484,46.6953010559082,6.50908327102661,1.22408771514893,92.73966217041016
2020,11,Qingpu,32.0,142.0,84.3743667602539,47.8953285217285,6.99950695037842,1.06765401363373,91.1283950805664
2020,11,Songjiang,27.0,118.0,87.7256088256836,46.9926490783691,6.12850141525269,1.03701400756836,95.05575561523438
2020,11,Xuhui,27.0,116.0,80.3182373046875,51.9492874145508,5.93393182754517,1.12426435947418,91.3774185180664
2020,11,Yangpu,26.0,112.0,89.5780334472656,47.8734092712402,7.12588214874268,0.982446610927582,93.42015838623048
2020,10,Baoshan,20.0,127.0,86.5513153076172,44.2749633789063,6.26832818984985,1.04064893722534,94.98563385009766
2020,10,Changning,19.0,106.0,92.1896667480469,43.5292015075684,5.56098794937134,0.984679937362671,95.67859649658205
2020,10,Chongming,19.0,94.0,102.445571899414,17.3486061096191,6.43793821334839,0.99308830499649,94.62197875976562
2020,10,Fengxian,19.0,125.0,94.8290252685547,35.1924934387207,5.9800877571106,0.905252158641815,97.44102478027344
2020,10,Hongkou,19.0,102.0,88.5191268920898,38.3290786743164,6.90331792831421,1.15474736690521,95.61688995361328
2020,10,Huangpu,20.0,108.0,90.0939865112305,40.2332077026367,6.09619998931885,0.937888264656067,96.66182708740234
2020,10,Jiading,20.0,146.0,86.1380844116211,42.5389442443848,7.13338613510132,1.04895615577698,94.98526763916016
2020,10,Jing'an,19.0,107.0,92.8570022583008,38.6492919921875,5.69084119796753,0.978733122348785,96.4137725830078
2020,10,Jinshan,21.0,113.0,94.9169845581055,36.6496620178223,6.61203145980835,0.941109478473663,96.90745544433594
2020,10,Minhang,19.0,114.0,89.2059555053711,44.0860557556152,5.94050645828247,1.01187396049499,95.9028549194336
2020,10,Pudong,19.0,105.0,92.8696441650391,36.9784088134766,5.71757364273071,1.10160148143768,96.35890197753906
2020,10,Putuo,20.0,116.0,90.5799560546875,42.4842643737793,6.50171566009521,1.23865842819214,93.69002532958984
2020,10,Qingpu,24.0,146.0,91.9227828979492,44.0621757507324,7.06065702438354,1.00869429111481,95.17354583740234
2020,10,Songjiang,20.0,121.0,92.9625854492187,43.1850051879883,6.25045013427734,1.03687155246735,96.17342376708984
2020,10,Xuhui,19.0,101.0,87.031494140625,47.4570198059082,5.93408060073853,1.09859085083008,94.18534088134766
2020,10,Yangpu,19.0,103.0,93.7173233032227,43.6940689086914,7.20382308959961,0.93739914894104,95.45128631591795
2020,9,Baoshan,27.0,132.0,101.820167541504,45.7629508972168,5.43622207641602,1.06698858737946,93.62891387939452
2020,9,Changning,25.0,142.0,104.881477355957,45.6789054870605,5.39977407455444,1.10579288005829,92.9371109008789
2020,9,Chongming,24.0,101.0,110.784614562988,19.8251953125,5.90863800048828,1.00842428207398,94.63195037841795
2020,9,Fengxian,23.0,147.0,107.835609436035,36.6803665161133,5.26174163818359,0.990620195865631,94.86248016357422
2020,9,Hongkou,24.0,114.0,100.943336486816,41.011547088623,5.91797161102295,1.19630455970764,94.71269989013672
2020,9,Huangpu,26.0,120.0,103.782234191895,42.3068084716797,5.53528881072998,1.0052524805069,95.60285186767578
2020,9,Jiading,26.0,143.0,102.14266204834,43.825080871582,6.56023406982422,1.00831496715546,93.79939270019533
2020,9,Jing'an,26.0,117.0,105.239860534668,40.97998046875,5.0416898727417,0.973962783813477,96.27411651611328
2020,9,Jinshan,25.0,149.0,108.481788635254,37.9672012329102,6.39667749404907,1.05876016616821,94.29122924804688
2020,9,Minhang,25.0,127.0,104.562042236328,45.4651412963867,5.25518655776978,1.05752718448639,95.14933776855467
2020,9,Pudong,25.0,144.0,105.51766204834,40.31787109375,5.33268785476685,1.18827414512634,93.6645965576172
2020,9,Putuo,24.0,127.0,104.15438079834,43.7568817138672,6.05711793899536,1.26322770118713,92.66472625732422
2020,9,Qingpu,27.0,136.0,107.186836242676,44.4259262084961,6.52649593353271,0.946869254112244,95.08979034423828
2020,9,Songjiang,27.0,144.0,106.120452880859,44.5028495788574,5.99342727661133,1.06487047672272,93.7541732788086
2020,9,Xuhui,24.0,117.0,99.2343826293945,48.3721618652344,5.27011156082153,1.11882042884827,93.35401153564452
2020,9,Yangpu,25.0,119.0,107.065605163574,45.3583030700684,6.69275331497192,0.985988318920135,93.8336410522461
2020,8,Baoshan,21.0,73.0,134.587951660156,26.9134731292725,4.56070184707642,0.758759438991547,94.36670684814452
2020,8,Changning,18.0,71.0,140.189117431641,26.2189331054688,5.10533905029297,0.795017778873444,94.0829849243164
2020,8,Chongming,20.0,65.0,141.663436889648,12.1776447296143,5.69665241241455,0.842319309711456,92.6286163330078
2020,8,Fengxian,19.0,100.0,144.616973876953,21.4269695281982,5.03341007232666,0.714910268783569,92.92391967773438
2020,8,Hongkou,19.0,70.0,135.964202880859,22.7976951599121,5.49926948547363,0.922080278396606,93.4555435180664
2020,8,Huangpu,20.0,72.0,136.907180786133,23.2340641021729,5.01787424087524,0.749477922916412,94.43549346923828
2020,8,Jiading,20.0,82.0,138.720367431641,26.7762680053711,5.77080345153809,0.677516877651215,94.5404281616211
2020,8,Jing'an,20.0,69.0,143.668609619141,22.0468826293945,4.25797748565674,0.691335558891296,92.9380111694336
2020,8,Jinshan,19.0,96.0,149.654495239258,21.6856880187988,6.59510326385498,0.873781740665436,91.50041198730467
2020,8,Minhang,19.0,72.0,140.21549987793,27.0211086273193,4.76490879058838,0.755217373371124,94.75666809082033
2020,8,Pudong,20.0,88.0,138.033004760742,22.8723621368408,4.94217205047607,0.894432663917542,93.5124969482422
2020,8,Putuo,18.0,75.0,142.307586669922,25.2502212524414,5.33725690841675,0.980788469314575,92.66191864013672
2020,8,Qingpu,20.0,89.0,147.360900878906,26.3525333404541,6.17583847045898,0.666558623313904,93.87958526611328
2020,8,Songjiang,20.0,90.0,142.269775390625,26.0355644226074,5.40055465698242,0.860717296600342,93.21083068847656
2020,8,Xuhui,19.0,68.0,132.682983398437,29.1067981719971,4.52210807800293,0.864914655685425,95.2986297607422
2020,8,Yangpu,19.0,73.0,143.527847290039,25.7412872314453,6.42816591262817,0.741920709609985,93.25753021240234
2020,7,Baoshan,30.0,80.0,148.192749023437,34.4150276184082,4.20847272872925,0.842371821403503,90.73870849609376
2020,7,Changning,26.0,64.0,156.892471313477,32.4401702880859,4.5088677406311,0.847280085086823,88.19491577148438
2020,7,Chongming,28.0,68.0,161.686050415039,18.7663326263428,5.06277751922607,0.860856413841248,87.47941589355469
2020,7,Fengxian,25.0,109.0,157.155349731445,27.053918838501,4.5634446144104,0.657715916633606,88.22811889648438
2020,7,Hongkou,27.0,72.0,161.568450927734,29.9725666046143,4.42910480499268,0.861101090908051,86.78880310058594
2020,7,Huangpu,27.0,70.0,155.340270996094,29.5420989990234,4.24026536941528,0.76965993642807,88.33600616455078
2020,7,Jiading,27.0,79.0,157.698944091797,34.7175674438477,5.22334384918213,0.665985643863678,88.98894500732422
2020,7,Jing'an,26.0,73.0,159.852554321289,28.1506729125977,3.95895147323608,0.67021256685257,87.91033172607422
2020,7,Jinshan,26.0,79.0,163.179931640625,25.7189846038818,5.6148157119751,0.760930001735687,85.92345428466797
2020,7,Minhang,26.0,82.0,156.908340454102,33.8898315429688,4.39793491363525,0.823238134384155,88.44695281982422
2020,7,Pudong,25.0,81.0,157.765731811523,27.7243938446045,4.35309267044067,0.862655103206635,88.57022094726562
2020,7,Putuo,27.0,72.0,162.873397827148,32.2913627624512,4.60729742050171,0.975359439849854,85.09593200683594
2020,7,Qingpu,30.0,99.0,157.33349609375,34.2307357788086,5.53512334823608,0.660021722316742,87.78955841064453
2020,7,Songjiang,29.0,95.0,156.852676391602,33.0689926147461,4.86892366409302,0.895966827869415,87.61243438720703
2020,7,Xuhui,27.0,72.0,150.033081054687,37.5412445068359,4.22011375427246,0.868501424789429,92.20489501953124
2020,7,Yangpu,27.0,71.0,164.119567871094,33.7739219665527,5.12103080749512,0.776612877845764,84.34510803222656
2020,6,Baoshan,31.0,104.0,142.260879516602,35.934139251709,4.60574245452881,0.924243867397308,91.39580535888672
2020,6,Changning,27.0,75.0,150.854614257812,33.7145614624023,4.60446262359619,0.847386598587036,91.27479553222656
2020,6,Chongming,29.0,72.0,159.087417602539,18.8886280059814,5.23200750350952,0.869791209697723,88.8870849609375
2020,6,Fengxian,27.0,109.0,155.348083496094,27.3525810241699,4.48802709579468,0.661121070384979,88.76141357421875
2020,6,Hongkou,28.0,84.0,158.81706237793,31.2702083587646,4.55879402160645,0.951181471347809,88.0570297241211
2020,6,Huangpu,29.0,88.0,148.281097412109,30.8879642486572,4.63706016540527,0.817942917346954,91.81012725830078
2020,6,Jiading,30.0,96.0,153.488174438477,35.8601455688477,5.39703226089478,0.693510293960571,89.48992156982422
2020,6,Jing'an,28.0,85.0,156.664413452148,29.5610332489014,4.1768627166748,0.699168741703033,87.89002227783203
2020,6,Jinshan,26.0,84.0,161.803680419922,25.846658706665,5.59798431396484,0.770489990711212,87.36451721191406
2020,6,Minhang,28.0,91.0,153.487670898437,34.8693313598633,4.51053714752197,0.84051775932312,89.92677307128906
2020,6,Pudong,28.0,89.0,155.176193237305,28.8959884643555,4.33668661117554,0.875467836856842,88.560791015625
2020,6,Putuo,29.0,83.0,159.270141601562,33.4214286804199,4.87376403808594,1.03885650634766,87.1469497680664
2020,6,Qingpu,31.0,90.0,156.429534912109,34.1298408508301,5.24161148071289,0.661863267421722,87.5420150756836
2020,6,Songjiang,31.0,101.0,152.147354125977,33.6390914916992,4.90786743164062,0.886303961277008,89.07296752929688
2020,6,Xuhui,29.0,80.0,144.985336303711,38.6381301879883,4.51100254058838,0.895723700523376,93.08528137207033
2020,6,Yangpu,29.0,81.0,160.877166748047,34.6794090270996,5.43245983123779,0.785439252853394,86.42243957519531
2020,5,Baoshan,41.0,116.0,142.153961181641,39.6006202697754,5.19179201126099,1.11417210102081,91.4474868774414
2020,5,Changning,39.0,106.0,144.668838500977,39.9187622070313,5.68410205841065,1.11437690258026,91.81140899658205
2020,5,Chongming,37.0,94.0,153.799468994141,22.2780628204346,6.24383020401001,1.09530568122864,88.46353912353516
2020,5,Fengxian,35.0,113.0,150.964263916016,30.8190689086914,5.0802960395813,0.901166498661041,89.24057006835938
2020,5,Hongkou,38.0,101.0,150.113525390625,36.253303527832,5.45340061187744,1.24857985973358,90.99029541015624
2020,5,Huangpu,40.0,101.0,143.243606567383,36.0869674682617,5.51628589630127,1.10615503787994,91.4592514038086
2020,5,Jiading,42.0,111.0,146.423736572266,39.4525299072266,6.14504432678223,0.98600161075592,91.48345184326172
2020,5,Jing'an,39.0,101.0,149.422653198242,34.9013671875,5.20682191848755,1.04382276535034,91.01219177246094
2020,5,Jinshan,39.0,100.0,154.045852661133,30.2681674957275,6.33858871459961,1.03944969177246,87.95872497558594
2020,5,Minhang,39.0,109.0,146.060623168945,39.4525871276855,5.23181343078613,1.11097478866577,92.0266342163086
2020,5,Pudong,37.0,112.0,147.629364013672,34.4887504577637,5.17779922485352,1.17254817485809,91.3401107788086
2020,5,Putuo,39.0,103.0,151.419799804687,38.3465576171875,5.94904947280884,1.28700053691864,89.64029693603516
2020,5,Qingpu,42.0,121.0,149.127700805664,38.1748962402344,6.19090366363525,0.961246430873871,91.66922760009766
2020,5,Songjiang,39.0,109.0,147.692291259766,37.1882781982422,5.50790166854858,1.08374953269958,91.32096862792967
2020,5,Xuhui,37.0,100.0,142.242462158203,43.5634078979492,5.66744995117187,1.16669690608978,91.61713409423828
2020,5,Yangpu,39.0,105.0,152.401229858398,39.754207611084,6.5590991973877,1.04170048236847,88.95735931396484
2020,4,Baoshan,35.0,120.0,136.535552978516,44.1613540649414,5.54393482208252,1.0764102935791,92.24059295654295
2020,4,Changning,33.0,107.0,140.01106262207,44.3777503967285,5.73037147521973,1.06960904598236,92.60293579101562
2020,4,Chongming,31.0,101.0,145.386596679687,22.6752414703369,6.45293378829956,1.01121342182159,91.18858337402344
2020,4,Fengxian,32.0,100.0,144.646926879883,33.6059341430664,5.1594614982605,0.807658016681671,92.73175811767578
2020,4,Hongkou,32.0,104.0,140.566986083984,40.7300148010254,5.85762786865234,1.21608090400696,92.6425323486328
2020,4,Huangpu,35.0,107.0,138.914123535156,40.928653717041,5.77485418319702,1.04998135566711,92.8642578125
2020,4,Jiading,36.0,117.0,139.801147460937,43.7380828857422,6.61882734298706,0.927737891674042,91.40869903564452
2020,4,Jing'an,33.0,104.0,143.026702880859,39.7031173706055,5.3849401473999,0.971084594726562,92.0304946899414
2020,4,Jinshan,35.0,98.0,150.103500366211,34.6759567260742,6.5472583770752,0.986192643642426,90.70304870605467
2020,4,Minhang,35.0,112.0,140.74885559082,43.7294044494629,5.48817014694214,1.06131708621979,92.82623291015624
2020,4,Pudong,31.0,107.0,141.97917175293,38.1929931640625,5.23535633087158,1.15523338317871,93.42262268066406
2020,4,Putuo,34.0,105.0,143.093322753906,42.6880722045898,6.26870012283325,1.25991010665894,91.22669982910156
2020,4,Qingpu,37.0,126.0,144.589218139648,43.147575378418,6.67940282821655,0.904422700405121,91.60904693603516
2020,4,Songjiang,34.0,109.0,142.475524902344,42.4075126647949,5.80694389343262,1.05829608440399,92.65818786621094
2020,4,Xuhui,31.0,103.0,135.370147705078,47.6785278320313,5.99002552032471,1.12043523788452,92.98650360107422
2020,4,Yangpu,34.0,104.0,145.30256652832,44.2941017150879,6.93574666976929,0.979428946971893,90.9392318725586
2020,3,Baoshan,26.0,70.0,129.770141601562,31.7726554870606,4.24732494354248,0.772237539291382,95.23058319091795
2020,3,Changning,26.0,68.0,134.108016967773,32.5435104370117,4.6740927696228,0.786750495433807,95.85124206542967
2020,3,Chongming,24.0,51.0,137.705505371094,16.9237079620361,5.31728553771973,0.840198040008545,94.39141845703124
2020,3,Fengxian,27.0,74.0,136.572463989258,25.6942405700684,4.23795080184937,0.649356424808502,95.08860778808594
2020,3,Hongkou,27.0,69.0,132.929656982422,30.4986934661865,5.02083444595337,0.871011435985565,96.1398468017578
2020,3,Huangpu,30.0,67.0,132.900726318359,29.6864643096924,4.57657623291016,0.765983641147614,95.57125854492188
2020,3,Jiading,28.0,76.0,132.55241394043,34.2955513000488,5.47946071624756,0.668459713459015,96.09000396728516
2020,3,Jing'an,26.0,70.0,136.685653686523,28.8604202270508,4.27366399765015,0.677229344844818,95.07008361816406
2020,3,Jinshan,29.0,73.0,141.097671508789,25.5668621063232,5.74436855316162,0.740613520145416,94.72394561767578
2020,3,Minhang,27.0,68.0,134.920654296875,31.8584823608398,4.39607048034668,0.779653608798981,96.13279724121094
2020,3,Pudong,24.0,65.0,135.90315246582,28.0631294250488,4.35738277435303,0.783280491828918,95.570068359375
2020,3,Putuo,26.0,67.0,136.047470092773,31.6558036804199,4.9684591293335,0.981989562511444,95.20484924316406
2020,3,Qingpu,28.0,75.0,137.389755249023,32.3976593017578,5.20861101150513,0.654932379722595,96.01471710205078
2020,3,Songjiang,28.0,69.0,136.349319458008,31.176477432251,4.44623231887817,0.850848913192749,95.57115936279295
2020,3,Xuhui,28.0,64.0,127.210540771484,36.027172088623,4.3985161781311,0.849616467952728,96.3768539428711
2020,3,Yangpu,26.0,70.0,137.979675292969,32.9706649780273,6.1724271774292,0.689977765083313,95.28392028808594
2020,2,Baoshan,30.0,84.0,110.735397338867,29.181489944458,4.65393829345703,0.875065386295319,97.44497680664062
2020,2,Changning,31.0,85.0,112.91382598877,30.4478549957275,4.86198139190674,0.84796530008316,97.35335540771484
2020,2,Chongming,28.0,107.0,123.545883178711,17.2178421020508,6.31906747817993,0.949438214302063,92.75083923339844
2020,2,Fengxian,30.0,84.0,122.270904541016,23.881103515625,4.41772985458374,0.692132711410522,96.43415832519533
2020,2,Hongkou,32.0,83.0,111.883224487305,28.6453380584717,5.20588207244873,0.974406778812408,96.7828140258789
2020,2,Huangpu,31.0,79.0,112.467376708984,27.3477821350098,4.91580629348755,0.81553053855896,98.17144012451172
2020,2,Jiading,32.0,87.0,110.176055908203,31.7225532531738,5.68376779556274,0.703850209712982,97.41888427734376
2020,2,Jing'an,31.0,80.0,116.966415405273,26.8225383758545,4.67575216293335,0.742740988731384,97.27272033691406
2020,2,Jinshan,32.0,64.0,125.002296447754,22.950891494751,5.58732748031616,0.789626955986023,96.22322082519533
2020,2,Minhang,33.0,88.0,110.882347106934,29.6602783203125,4.90903997421265,0.888678908348083,96.801513671875
2020,2,Pudong,31.0,82.0,118.032867431641,26.774356842041,4.59713459014893,0.835749089717865,97.21067810058594
2020,2,Putuo,31.0,84.0,115.142150878906,29.7075347900391,5.47644758224487,1.04616630077362,95.79180145263672
2020,2,Qingpu,29.0,84.0,119.661483764648,28.9675903320313,5.30286312103271,0.692463278770447,97.27378845214844
2020,2,Songjiang,32.0,88.0,113.827247619629,28.6928443908691,4.97042560577393,0.953599333763123,96.12296295166016
2020,2,Xuhui,33.0,81.0,107.081764221191,33.1277275085449,4.94038438796997,0.946774065494537,97.4689712524414
2020,2,Yangpu,31.0,80.0,121.087097167969,29.7834720611572,6.43446779251099,0.733440637588501,96.0867691040039
